Tytuł,Cena,Sklep,Procesor:,RAM:,Dysk SSD:,Karta graficzna:,Ekran:,System operacyjny:,Dysk HDD:
"Laptop ACER Nitro 5 AN517-55 17.3"" IPS 144Hz i5-12500H 8GB RAM 512GB SSD GeForce RTX3060",Brak ceny,ediaexpert,Intel Core i5-12500H,"8GB, DDR4, 3200MHz",512GB SATA PCIe NVMe,NVIDIA GeForce RTX 3060 + Intel Iris Xe Graphics,"17.3"", 1920 x 1080px, Matryca IPS, 144Hz",Brak,
Laptop LENOVO IdeaPad Gaming 3 15IHU6 15.6” IPS i7-11370H 16GB RAM 512GB SSD GeForce RTX3050,Brak ceny,ediaexpert,Intel Core i7-11370H,"16GB, DDR4, 3200MHz",512GB PCIe NVMe 3.0 x4,NVIDIA GeForce RTX 3050 + Intel UHD Graphics,"15.6"", 1920 x 1080px, Matryca IPS, LED, 120Hz",Brak,
"Laptop ACER Aspire 15 A15-51M-53DL 15.6"" IPS Core 5-120U 32GB RAM 1TB SSD Windows 11 Home",Brak ceny,ediaexpert,Intel Core 5 120U,"32GB, LPDDR5, 4800MHz",1000GB PCIe NVMe,Intel Graphics,"15.6"", 1920 x 1080px, Matryca IPS, 60Hz",Windows 11 Home,
"Laptop ACER Aspire 15 A15-41M-R00C 15.6"" IPS R7-8840HS 16GB RAM 512GB SSD Windows 11 Home",Brak ceny,ediaexpert,AMD Ryzen 7 8840U,"16GB, DDR5,LPDDR5",512GB PCIe NVMe,AMD Radeon 780M,"15.6"", 1920 x 1080px, Matryca IPS, 60Hz",Windows 11 Home,
"Laptop LENOVO Legion 9 16IRX9 16"" 165Hz i9-14900HX 64GB RAM 2TB SSD GeForce RTX4080 DLSS 3 Windows 11 Professional",Brak ceny,ediaexpert,Intel Core i9-14900HX,"64GB, DDR5, 5600MHz",2000GB PCIe NVMe 4.0 x4,NVIDIA GeForce RTX 4080 + Intel UHD Graphics,"16"", 3200 x 2000px, Matryca miniLED, 165Hz",Windows 11 Professional,
"Laptop LENOVO Legion Slim 5 16AHP9 16"" IPS 165Hz R7-8845HS 32GB RAM 1TB SSD GeForce RTX4060 DLSS 3",Brak ceny,ediaexpert,AMD Ryzen 7 8845HS,"32GB, DDR5, 5600MHz",1000GB PCIe NVMe 4.0 x4,NVIDIA GeForce RTX 4060 + AMD Radeon 780M,"16"", 2560 x 1600px, Matryca IPS, 165Hz",Brak,
"Laptop LENOVO ThinkPad X13 Gen 5 13.3"" IPS Ultra 5-125U 16GB RAM 512GB SSD Windows 11 Professional",Brak ceny,ediaexpert,Intel Core Ultra 5-125U,"16GB, LPDDR5X, 6400MHz",512GB PCIe NVMe 4.0 x4,Intel Graphics,"13.3"", 1920 x 1200px, Matryca IPS, 60Hz",Windows 11 Professional,
"Laptop ACER TravelMate P2 TMP216-51-TCO-37AM 16"" IPS i3-1315U 16GB RAM 512 GB SSD Windows 11 Professional",Brak ceny,ediaexpert,Intel Core i3-1315U,"16GB, DDR4",512GB PCIe NVMe 4.0,Intel Graphics,"16"", 1920 x 1200px, Matryca IPS, LED, 60Hz",Windows 11 Professional,
"Laptop LENOVO Legion Pro 5 16ARX8 16"" IPS 240Hz R7-7745HX 16GB RAM 512GB SSD GeForce RTX4060 DLSS 3 Windows 11 Home",Brak ceny,ediaexpert,AMD Ryzen 7 7745HX,"16GB, DDR5, 5200MHz",512GB PCIe NVMe 4.0 x4,NVIDIA GeForce RTX 4060 + AMD Radeon 610M,"16"", 2560 x 1600px, Matryca IPS, 240Hz",Windows 11 Home,
"Laptop LENOVO ThinkPad T14 Gen 5 14"" IPS 120HZ i7-155U 16GB RAM 512 GB SSD Windows 11 Professional",Brak ceny,ediaexpert,Intel Core Ultra 7-155U,"16GB, DDR5, 5600MHz",512GB PCIe NVMe 4.0 x4,,"14"", 1920 x 1200px, Matryca IPS, 120Hz",Windows 11 Professional,
"Laptop DELL XPS 9440-7692 14.5"" IPS Ultra 7-155H 16GB RAM 512GB SSD Windows 11 Professional",Brak ceny,ediaexpert,Intel Core Ultra 7-155H,"16GB, LPDDR5X, 6400MHz",512GB PCIe NVMe 4.0,Intel Arc Graphics,"14.5"", 1920 x 1200px, Matryca IPS, 120Hz",Windows 11 Professional,
"Laptop DELL Inspiron 5645-7388 16"" R7-8840U 16GB RAM 1TB SSD Windows 11 Home",Brak ceny,ediaexpert,AMD Ryzen 7 8840U,"16GB, DDR5, 5600MHz",1000GB PCIe NVMe,AMD Radeon 780M,"16"", 1920 x 1200px, Matryca WVA, LED, 60Hz",Windows 11 Home,
"Laptop DELL Inspiron 3530-2123 15.6"" IPS i7-1355U 16GB RAM 1TB SSD Windows 11 Home",Brak ceny,ediaexpert,Intel Core i7-1355U,"16GB, DDR4",1000GB PCIe NVMe,Intel Iris Xe Graphics,"15.6"", 1920 x 1080px, Matryca IPS, 120Hz",Windows 11 Home,
"Laptop DELL Inspiron 5440-7456 14"" Core 7 150U 16GB RAM 1TB SSD GeForce MX570A Windows 11 Professional",Brak ceny,ediaexpert,Intel Core 7 150U,"16GB, DDR5, 5200MHz",1000GB PCIe NVMe 4.0 x4,NVIDIA GeForce MX570A + Intel Graphics,"14"", 2240 x 1400px, Matryca WVA, LED, 60Hz",Windows 11 Professional,
"Laptop LENOVO Legion 9 16IRX9 16"" 165Hz i9-14900HX 64GB RAM 2TB SSD GeForce RTX4090 DLSS 3 Windows 11 Professional",Brak ceny,ediaexpert,Intel Core i9-14900HX,"64GB, DDR5, 5600MHz",2000GB PCIe NVMe 4.0 x4,NVIDIA GeForce RTX 4090 + Intel UHD Graphics,"16"", 3200 x 2000px, Mini LED, 165Hz",Windows 11 Professional,
"Laptop DREAMMACHINES RG4070-16PL41 16"" 144Hz i9-14900HX 32GB RAM 1TB SSD GeForce RTX4070 DLSS 3",Brak ceny,ediaexpert,Intel Core i9-14900HX,"32GB, DDR5, 4800MHz",1000GB PCIe NVMe,NVIDIA GeForce RTX 4070 + Intel UHD Graphics,"16"", 1920 x 1200px, Matryca WVA, 144Hz",Brak,
"Laptop DREAMMACHINES RG4050-17PL24 17.3"" 144Hz i7-13620H 32GB RAM 1TB SSD GeForce RTX4050 DLSS 3",Brak ceny,ediaexpert,Intel Core i7-13620H,"32GB, DDR5, 4800MHz",1000GB PCIe NVMe,NVIDIA GeForce RTX 4050 + Intel UHD Graphics,"17.3"", 1920 x 1080px, Matryca WVA, 144Hz",Brak,
"Laptop DREAMMACHINES RG4050-17PL31 17.3"" 144Hz i7-14700HX 32GB RAM 1TB SSD GeForce RTX4050 DLSS 3",Brak ceny,ediaexpert,Intel Core i7-14700HX,"32GB, DDR5, 4800MHz",1000GB PCIe NVMe,NVIDIA GeForce RTX 4050 + Intel UHD Graphics,"17.3"", 1920 x 1080px, Matryca WVA, 144Hz",Brak,
"Laptop DELL XPS 9340-7647 13.4"" Ultra 7-155H 32GB RAM 1TB SSD Windows 11 Professional",Brak ceny,ediaexpert,Intel Core Ultra 7-155H,"32GB, LPDDR5X, 7467MHz",1000GB PCIe NVMe 4.0,Intel Arc Graphics,"13.4"", 1920 x 1200px, Matryca WVA, W-LED, 120Hz",Windows 11 Professional,
"Laptop ASUS VivoBook 16 M1605YA-MB537W 16"" R5-7430U 16GB RAM 512GB SSD Windows 11 Home",Brak ceny,ediaexpert,AMD Ryzen 5 7430U,"16GB, DDR4",512GB PCIe NVMe 3.0,AMD Radeon Graphics,"16"", 1920 x 1200px, Matryca IPS, LED, 60Hz",Windows 11 Home,
"Laptop ASUS VivoBook S 15 K5504VA-MA144W 15.6"" OLED i5-13500H 16GB RAM 1TB SSD Windows 11 Home",Brak ceny,ediaexpert,Intel Core i5-13500H,"16GB, LPDDR5",1000GB PCIe NVMe 4.0,Intel UHD Graphics,"15.6"", 2880 x 1620px, 120Hz",Windows 11 Home,
"Laptop ASUS VivoBook S 16 S5606MA-MX013W 16"" OLED Ultra 5-125H 16GB RAM 1TB SSD Windows 11 Home",Brak ceny,ediaexpert,Intel Core Ultra 5-125H,"16GB, LPDDR5X",1000GB PCIe NVMe 4.0,Intel UHD Graphics,"16"", 3200 x 2000px, 120Hz",Windows 11 Home,
"Laptop ASUS VivoBook 17X M3704YA-AU124W 17.3"" IPS R5-7430U 8GB RAM 512GB SSD Windows 11 Home",Brak ceny,ediaexpert,AMD Ryzen 5 7430U,"8GB, DDR4",512GB PCIe NVMe 3.0,AMD Radeon Graphics,"17.3"", 1920 x 1080px, Matryca IPS, LED, 60Hz",Windows 11 Home,
"Laptop HP 250 G9 8A5K0EA 15.6"" IPS i3-1215U 8GB RAM 256GB SSD Windows 11 Home",Brak ceny,ediaexpert,Intel Core i3-1215U,"8GB, DDR4, 3200MHz",256GB PCIe NVMe,Intel UHD Graphics,"15.6"", 1920 x 1080px, Matryca IPS",Windows 11 Home,
"Laptop ASUS ZenBook 14 UX3402VA-KN592W 14"" OLED i7-13700H 16GB RAM 1TB SSD Windows 11 Home",Brak ceny,ediaexpert,Intel Core i7-13700H,"16GB, LPDDR5",1000GB PCIe NVMe 4.0,Intel UHD Graphics,"14"", 2880 x 1800px, 90Hz, Ekran dotykowy",Windows 11 Home,
"Laptop ASUS ROG Zephyrus G14 GA403UI-QS024W 14"" OLED R9-8945HS 32GB RAM 1TB SSD GeForce RTX4070 DLSS 3 Windows 11 Home",Brak ceny,ediaexpert,AMD Ryzen 9 8945HS,"32GB, LPDDR5X, 6400MHz",1000GB PCIe NVMe 4.0,NVIDIA GeForce RTX 4070 + AMD Radeon 780M,"14"", 2880 x 1800px, 120Hz",Windows 11 Home,
"Laptop HUAWEI MateBook D 14 14"" IPS i5-12450H 16GB RAM 512GB SSD Windows 11 Home",Brak ceny,ediaexpert,Intel Core i5-12450H,"16GB, LPDDR4X",512GB PCIe NVMe,Intel UHD Graphics,"14"", 1920 x 1200px, Matryca IPS",Windows 11 Home,
"Laptop MSI Stealth 16 AI Studio A1VIG-009PL 16"" IPS Ultra 9-185H 32GB RAM 2TB SSD GeForce RTX4090 DLSS 3 Windows 11 Home",Brak ceny,ediaexpert,Intel Core Ultra 9-185H,"32GB, DDR5, 5600MHz",2000GB PCIe NVMe 4.0,NVIDIA GeForce RTX 4090 + Intel Arc Graphics,"16"", 3840 x 2400px, Matryca IPS, Mini LED, 120Hz",Windows 11 Home,
"Laptop APPLE MacBook Pro 2023 14"" Retina M3 8GB RAM 1TB SSD macOS Gwiezdna szarość",Brak ceny,ediaexpert,Apple M3,8GB,1000GB,Apple M3 (10 rdzeni),"14.2"", 3024 x 1964px, Matryca Liquid Retina XDR, Mini LED, 120Hz",macOS Sonoma,
"Laptop DELL Inspiron 14 Plus 7430-3338 14"" i7-13620H 32GB RAM 1TB SSD GeForce RTX4050 DLSS 3 Windows 11 Home",Brak ceny,ediaexpert,Intel Core i7-13620H,"32GB, LPDDR5, 4800MHz",1000GB PCIe NVMe,NVIDIA GeForce RTX 4050 + Intel UHD Graphics,"14"", 2560 x 1600px, Matryca WVA, LED, 90Hz",Windows 11 Home,
"Laptop ASUS VivoBook Pro K6602VU-MX006W 16"" OLED i9-13900H 16GB RAM 1TB SSD GeForce RTX4050 DLSS 3 Windows 11 Home",Brak ceny,ediaexpert,Intel Core i9-13900H,"16GB, DDR5, 4800MHz",1000GB PCIe NVMe 4.0,NVIDIA GeForce RTX 4050 + Intel Iris Xe Graphics,"16"", 3200 x 2000px, 120Hz",Windows 11 Home,
"Laptop RAZER Blade 18 K9-NT 18"" IPS 240Hz i9-13950HX 32GB RAM 2TB SSD GeForce RTX4090 DLSS 3 Windows 11 Home",Brak ceny,ediaexpert,Intel Core i9-13950HX,"32GB, DDR5, 5600MHz",1000 (x2)GB PCIe NVMe 4.0 x4,NVIDIA GeForce RTX 4090 + Intel UHD Graphics,"18"", 2560 x 1600px, Matryca IPS, 240Hz",Windows 11 Home,
"Laptop APPLE MacBook Pro 2023 14"" Retina M3 Pro 18GB RAM 512GB SSD macOS Gwiezdna Czerń",Brak ceny,ediaexpert,Apple M3 Pro,18GB,512GB,Apple M3 Pro (14 rdzeni),"14.2"", 3024 x 1964px, Matryca Liquid Retina XDR, Mini LED, 120Hz",macOS Sonoma,
"Laptop APPLE MacBook Pro 2023 16"" Retina M3 Pro 36GB RAM 512GB SSD macOS Srebrny",Brak ceny,ediaexpert,Apple M3 Pro,36GB,512GB,Apple M3 Pro (18 rdzeni),"16.2"", 3456 x 2234px, Matryca Liquid Retina XDR, Mini LED, 120Hz",macOS Sonoma,
"Laptop ASUS VivoBook 15 X1504ZA-BQ262W 15.6"" IPS i5-1235U 8GB RAM 512GB SSD Windows 11 Home",Brak ceny,ediaexpert,Intel Core i5-1235U,"8GB, DDR4",512GB PCIe NVMe 3.0,Intel Iris Xe Graphics,"15.6"", 1920 x 1080px, Matryca IPS, LED, 60Hz",Windows 11 Home,
"Laptop ACER Nitro ANV15-51-54ZY 15.6"" IPS 144Hz i5-13420H 16GB RAM 1TB SSD GeForce RTX4050 DLSS 3 Windows 11 Home",Brak ceny,ediaexpert,Intel Core i5-13420H,"16GB, DDR5, 5200MHz",1000GB PCIe NVMe,NVIDIA GeForce RTX 4050 + Intel UHD Graphics,"15.6"", 1920 x 1080px, Matryca IPS, LED, 144Hz",Windows 11 Home,
"Laptop HP ProBook 450 G9 15.6"" IPS i7-1255U 16GB RAM 512GB SSD Windows 11 Professional",Brak ceny,ediaexpert,Intel Core i7-1255U,"16GB, DDR4, 3200MHz",512GB PCIe NVMe,Intel UHD Graphics,"15.6"", 1920 x 1080px, Matryca IPS, LED, 60Hz",Windows 11 Professional,
"Laptop ACER Nitro AN16-41-R6WT 16"" IPS 165Hz R7-7840HS 32GB RAM 1TB SSD GeForce RTX4060 DLSS 3",Brak ceny,ediaexpert,AMD Ryzen 7 7840HS,"32GB, DDR5, 5600MHz",1000GB PCIe NVMe,NVIDIA GeForce RTX 4060 + AMD Radeon 780M,"16"", 1920 x 1200px, Matryca IPS, LED, 165Hz",Brak,
"Laptop ACER Nitro 5 AN515-58 15.6"" IPS 144Hz i5-12450H 16GB RAM 512GB SSD GeForce RTX4050 DLSS 3 Windows 11 Home",Brak ceny,ediaexpert,Intel Core i5-12450H,"16GB, DDR5",512GB PCIe NVMe,NVIDIA GeForce RTX 4050 + Intel UHD Graphics,"15.6"", 1920 x 1080px, Matryca IPS, LED, 144Hz",Windows 11 Home,
"Laptop ACER Nitro 5 AN515-58 15.6"" IPS 165Hz i7-12700H 16GB RAM 512GB SSD GeForce RTX4060 DLSS 3",Brak ceny,ediaexpert,Intel Core i7-12700H,"16GB, DDR5",512GB PCIe NVMe,NVIDIA GeForce RTX 4060 + Intel Iris Xe Graphics,"15.6"", 1920 x 1080px, Matryca IPS, LED, 165Hz",Brak,
"Laptop LENOVO Legion Slim 5 16IRH8 16"" IPS 144Hz i5-13500H 16GB RAM 512GB SSD GeForce RTX4050 DLSS 3",Brak ceny,ediaexpert,Intel Core i5-13500H,"16GB, DDR5, 5200MHz",512GB PCIe NVMe 4.0 x4,NVIDIA GeForce RTX 4050 + Intel Iris Xe Graphics,"16"", 1920 x 1200px, Matryca IPS, 144Hz",Brak,
"Laptop LENOVO Legion Slim 5 16IRH8 16"" IPS 144Hz i5-13500H 16GB RAM 512GB SSD GeForce RTX4050 DLSS 3",Brak ceny,ediaexpert,Intel Core i5-13500H,"16GB, DDR5, 5200MHz",512GB PCIe NVMe 4.0 x4,NVIDIA GeForce RTX 4050 + Intel Iris Xe Graphics,"16"", 1920 x 1200px, Matryca IPS, 144Hz",Brak,
"Laptop LENOVO IdeaPad 3 17ITL6 17.3"" IPS i3-1115G4 8GB RAM 512GB SSD Windows 11 Home",Brak ceny,ediaexpert,Intel Core i3-1115G4,"8GB, DDR4, 3200MHz",512GB PCIe NVMe 4.0 x4,Intel UHD Graphics,"17.3"", 1920 x 1080px, Matryca IPS, LED, 60Hz",Windows 11 Home,
"Laptop ACER Nitro 5 AN517-54-5232 17.3"" IPS 144Hz i5-11400H 16GB RAM 512GB SSD GeForce RTX3050 Windows 11 Home",Brak ceny,ediaexpert,Intel Core i5-11400H,"16GB, DDR4",512GB PCIe NVMe,NVIDIA GeForce RTX 3050 + Intel UHD Graphics,"17.3"", 1920 x 1080px, Matryca IPS, LED, 144Hz",Windows 11 Home,
"Laptop PREDATOR Helios Neo PHN16-71-98DP 16"" IPS 165Hz i9-13900HX 32GB RAM 1TB SSD GeForce RTX4070 DLSS 3 Windows 11 Home",Brak ceny,ediaexpert,Intel Core i9-13900HX,"32GB, DDR5, 5600MHz",1000GB PCIe NVMe,NVIDIA GeForce RTX 4070 + Intel UHD Graphics,"16"", 2560 x 1600px, Matryca IPS, LED, 165Hz",Windows 11 Home,
"Laptop PREDATOR Triton PT14-51-73TM 14"" IPS 165Hz i7-13700H 32GB RAM 1TB SSD GeForce RTX4050 DLSS 3 Windows 11 Home",Brak ceny,ediaexpert,Intel Core i7-13700H,"32GB, LPDDR5",1000GB PCIe NVMe,NVIDIA GeForce RTX 4050 + Intel Iris Xe Graphics,"14"", 1920 x 1200px, Matryca IPS, 165Hz",Windows 11 Home,
"Laptop APPLE MacBook Air 2023 15.3"" Retina M2 8GB RAM 256GB SSD macOS Srebrny",Brak ceny,ediaexpert,Apple M2,8GB,256GB,Apple M2 (10 rdzeni),"15.3"", 2880 x 1864px, Matryca Liquid Retina, LED",macOS Ventura,
"Laptop ASUS VivoBook X1500EA-BQ3414 15.6"" IPS i5-1135G7 16GB RAM 512GB SSD",Brak ceny,ediaexpert,Intel Core i5-1135G7,"16GB, DDR4",512GB PCIe NVMe 3.0,Intel Iris Xe Graphics,"15.6"", 1920 x 1080px, Matryca IPS, LED, 60Hz",Brak,
"Laptop ASUS VivoBook S K5504VN-MA104W 15.6"" OLED i5-13500H 16GB RAM 512GB SSD ARC350M Windows 11 Home",Brak ceny,ediaexpert,Intel Core i5-13500H,"16GB, LPDDR5, 5200MHz",512GB PCIe NVMe 4.0,Intel Arc A350M + Intel Iris Xe Graphics,"15.6"", 2880 x 1620px, 120Hz",Windows 11 Home,
"Laptop ASUS VivoBook D1603QA-MB175W 16"" IPS R5-5600H 8GB RAM 512GB SSD Windows 11 Home",Brak ceny,ediaexpert,AMD Ryzen 5 5600H,"8GB, DDR4",512GB PCIe NVMe 3.0,AMD Radeon Graphics,"16"", 1920 x 1200px, Matryca IPS, LED, 60Hz",Windows 11 Home,
"Laptop ASUS VivoBook Go E1504FA-L1220W 15.6"" OLED R5-7520U 8GB RAM 512GB SSD Windows 11 Home",Brak ceny,ediaexpert,AMD Ryzen 5 7520U,"8GB, LPDDR5",512GB PCIe NVMe 3.0,AMD Radeon Graphics,"15.6"", 1920 x 1080px, 60Hz",Windows 11 Home,
"Laptop PREDATOR Helios Neo PHN16-71-75ZX 16"" IPS 165Hz i7-13700HX 16GB RAM 1TB SSD GeForce RTX4060 DLSS 3 Windows 11 Home",Brak ceny,ediaexpert,Intel Core i7-13700HX,"16GB, DDR5",1000GB PCIe NVMe,NVIDIA GeForce RTX 4060 + Intel UHD Graphics,"16"", 2560 x 1600px, Matryca IPS, 165Hz",Windows 11 Home,
"Laptop PREDATOR Helios Neo PHN16-71-72V2 16"" IPS 165Hz i7-13700HX 32GB RAM 1TB SSD GeForce RTX4060 DLSS 3 Windows 11 Home",Brak ceny,ediaexpert,Intel Core i7-13700HX,"32GB, DDR5",1000GB PCIe NVMe,NVIDIA GeForce RTX 4060 + Intel UHD Graphics,"16"", 1920 x 1200px, Matryca IPS, 165Hz",Windows 11 Home,
"Laptop DELL XPS 9530-6213 15.6"" OLED i7-13700H 16GB RAM 1TB SSD GeForce RTX4060 DLSS 3 Windows 11 Professional",Brak ceny,ediaexpert,Intel Core i7-13700H,"16GB, DDR5, 4800MHz",1000GB PCIe NVMe,NVIDIA GeForce RTX 4060 + Intel Iris Xe Graphics,"15.6"", 3456 x 2160px, Matryca WVA, 60Hz, Ekran dotykowy",Windows 11 Professional,
"Laptop LENOVO Legion 5 15ACH6A 15.6"" IPS 165Hz R7-5800H 16GB RAM 512GB SSD Radeon RX 6600M Windows 11 Home",Brak ceny,ediaexpert,AMD Ryzen 7 5800H,"16GB, DDR4, 3200MHz",512GB PCIe NVMe 3.0 x4,AMD Radeon RX 6600M + AMD Radeon Graphics,"15.6"", 1920 x 1080px, Matryca IPS, LED, 165Hz",Windows 11 Home,
"Laptop ASUS ZenBook UM3504DA-BN158W 15.6"" IPS R5-7535U 16GB RAM 512GB SSD Windows 11 Home",Brak ceny,ediaexpert,AMD Ryzen 5 7535U,"16GB, LPDDR5, 6400MHz",512GB PCIe NVMe 4.0,AMD Radeon Graphics,"15.6"", 1920 x 1080px, Matryca IPS, LED, 60Hz",Windows 11 Home,
"Laptop ASUS ZenBook 14X UX3404VC-M3088W 14.5"" OLED i5-13500H 16GB RAM 512GB SSD GeForce RTX3050 Windows 11 Home",Brak ceny,ediaexpert,Intel Core i5-13500H,"16GB, LPDDR5",512GB PCIe NVMe 4.0,NVIDIA GeForce RTX 3050 + Intel Iris Xe Graphics,"14.5"", 2880 x 1800px, 120Hz, Ekran dotykowy",Windows 11 Home,
"Laptop ASUS VivoBook S16 Flip TN3604YA-MC058W 16"" IPS R5-7530U 8GB RAM 512GB SSD Windows 11 Home",Brak ceny,ediaexpert,AMD Ryzen 5 7530U,"8GB, DDR4",512GB PCIe NVMe 3.0,AMD Radeon Graphics,"16"", 1920 x 1200px, Matryca IPS, LED, 60Hz, Ekran dotykowy",Windows 11 Home,
"Laptop ASUS VivoBook 16X D1603QA-MB181W 16"" R5-5600H 16GB RAM 512GB SSD Windows 11 Home",Brak ceny,ediaexpert,AMD Ryzen 5 5600H,"16GB, DDR4",512GB PCIe NVMe 3.0,AMD Radeon Graphics,"16"", 1920 x 1200px, LED, 60Hz",Windows 11 Home,
"Laptop ASUS VivoBook X1500EA-BQ3418 15.6"" IPS i5-1135G7 16GB RAM 512GB SSD",Brak ceny,ediaexpert,Intel Core i5-1135G7,"16GB, DDR4",512GB PCIe NVMe 3.0,Intel Iris Xe Graphics,"15.6"", 1920 x 1080px, Matryca IPS, LED, 60Hz",Brak,
"Laptop HP Pavilion 15-EG2133NW 15.6"" IPS i7-1260P 16GB RAM 1TB SSD",Brak ceny,ediaexpert,Intel Core i7-1260P,"16GB, DDR4, 3200MHz",1000GB PCIe NVMe,Intel Iris Xe Graphics,"15.6"", 1920 x 1080px, Matryca IPS",Brak,
"Laptop HP 14S-FQ2013NW 14"" IPS R7-5825U 16GB RAM 512GB SSD Windows 11 Home",Brak ceny,ediaexpert,AMD Ryzen 7 5825U,"16GB, DDR4, 3200MHz",512GB PCIe NVMe,AMD Radeon Graphics,"14"", 1920 x 1080px, Matryca IPS, LED, 60Hz",Windows 11 Home,
"Laptop ACER Nitro 5 AN517-55 17.3"" IPS 144Hz i5-12500H 16GB RAM 512GB SSD GeForce RTX3060",Brak ceny,ediaexpert,Intel Core i5-12500H,"16GB, DDR4, 3200MHz",512GB SATA PCIe NVMe,NVIDIA GeForce RTX 3060 + Intel Iris Xe Graphics,"17.3"", 1920 x 1080px, Matryca IPS, LED, 144Hz",Brak,
"Laptop HP Omen 16-N0113NW 16.1"" IPS 165Hz R7-6800H 32GB RAM 1TB SSD GeForce RTX3070Ti Windows 11 Home",Brak ceny,ediaexpert,AMD Ryzen 7 6800H,"32GB, DDR5, 4800MHz",1000GB PCIe NVMe,NVIDIA GeForce RTX 3070 Ti + AMD Radeon 680M,"16.1"", 2560 x 1440px, Matryca IPS, 165Hz",Windows 11 Home,
"Laptop ASUS VivoBook D515DA-EJ1397 15.6"" R3-3250U 8GB RAM 256GB SSD",Brak ceny,ediaexpert,AMD Ryzen 3 3250U,"8GB, DDR4",256GB PCIe NVMe 3.0,AMD Radeon Graphics,"15.6"", 1920 x 1080px, LED, 60Hz",Brak,
"Laptop APPLE MacBook Pro 13"" Retina M2 8GB RAM 256GB SSD macOS Srebrny (Klawiatura US)",Brak ceny,ediaexpert,Apple M2,8GB,256GB,Apple M2 (10 rdzeni),"13.3"", 2560 x 1600px, Matryca Retina,Matryca IPS, LED",macOS Monterey,
"Laptop HP Victus 16-D1000NW 16.1"" IPS 144Hz i5-12500H 8GB RAM 512GB SSD GeForce GTX1650 Windows 11 Home",Brak ceny,ediaexpert,Intel Core i5-12500H,"8GB, DDR5, 4800MHz",512GB PCIe NVMe,NVIDIA GeForce GTX 1650 + Intel Iris Xe Graphics,"16.1"", 1920 x 1080px, Matryca IPS, 144Hz",Windows 11 Home,
"Laptop PREDATOR Helios 300 PH315-55 15.6"" IPS 165Hz i7-12700H 32GB RAM 1TB SSD GeForce RTX3070Ti Windows 11 Home",Brak ceny,ediaexpert,Intel Core i7-12700H,"32GB, DDR5",1000GB PCIe NVMe,NVIDIA GeForce RTX 3070 Ti + Intel Iris Xe Graphics,"15.6"", 2560 x 1440px, Matryca IPS, 165Hz",Windows 11 Home,
"Laptop PREDATOR Helios 300 PH317-55 17.3"" IPS 144Hz i9-11900H 16GB RAM 1TB SSD GeForce RTX3070 Windows 11 Home",Brak ceny,ediaexpert,Intel Core i9-11900H,"16GB, DDR4",1000GB PCIe NVMe,NVIDIA GeForce RTX 3070 + Intel UHD Graphics,"17.3"", 1920 x 1080px, Matryca IPS, 144Hz",Windows 11 Home,
"Laptop ACER Nitro 5 AN515-58 15.6"" IPS 165Hz i5-12500H 16GB RAM 512GB SSD GeForce RTX3050",Brak ceny,ediaexpert,Intel Core i5-12500H,"16GB, DDR4",512GB PCIe NVMe,NVIDIA GeForce RTX 3050 + Intel Iris Xe Graphics,"15.6"", 1920 x 1080px, Matryca IPS, LED, 165Hz",Brak,
"Laptop ASUS TUF Gaming F15 FX506HC-HN004 15.6"" IPS 144Hz i5-11400H 16GB SSD 512GB GeForce RTX3050",Brak ceny,ediaexpert,Intel Core i5-11400H,"16GB, DDR4",512GB PCIe NVMe 3.0,NVIDIA GeForce RTX 3050 + Intel UHD Graphics,"15.6"", 1920 x 1080px, Matryca IPS, 144Hz",Brak,
"Laptop LENOVO IdeaPad 3 17ITL6 17.3"" i5-1135G7 8GB RAM 512GB SSD",Brak ceny,ediaexpert,Intel Core i5-1135G7,"8GB, DDR4, 3200MHz",512GB PCIe NVMe 3.0 x4,Intel Iris Xe Graphics,"17.3"", 1600 x 900px, Matryca TN, 60Hz",Brak,
"Laptop LENOVO IdeaPad Gaming 3 15ACH6 15.6"" IPS R5-5600H 16GB RAM 512GB SSD GeForce RTX3050Ti",Brak ceny,ediaexpert,AMD Ryzen 5 5600H,"16GB, DDR4, 3200MHz",512GB PCIe NVMe 3.0 x4,NVIDIA GeForce RTX 3050 Ti + AMD Radeon Graphics,"15.6"", 1920 x 1080px, Matryca IPS, 60Hz",Brak,
"Laptop ACER Nitro 5 AN515-55-598M 15.6"" IPS 144Hz i5-10300H 8GB RAM 512GB SSD GeForce GTX1650Ti Windows 10 Home",Brak ceny,ediaexpert,Intel Core i5-10300H,"8GB, DDR4",512GB PCIe NVMe,NVIDIA GeForce GTX 1650 Ti + Intel UHD Graphics,"15.6"", 1920 x 1080px, Matryca IPS, LED, 144Hz",Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),
"Laptop APPLE MacBook Air 13.3"" Retina M1 8GB RAM 512GB SSD macOS Złoty",Brak ceny,ediaexpert,Apple M1,8GB,512GB,Apple M1 (7 rdzeni),"13.3"", 2560 x 1600px, Matryca Retina,Matryca IPS, LED",macOS Big Sur,
"Laptop APPLE MacBook Air 2024 15.3"" M3 8GB RAM 256GB SSD macOS Północ",Brak ceny,ediaexpert,Apple M3,8GB,256GB,Apple M3 (10 rdzeni),"15.3"", 2880 x 1864px, Matryca IPS,Matryca Liquid Retina, LED, 60Hz",macOS Sonoma,
